transaction_id,customer_id,transaction_date,category,product_name,amount,quantity,payment_method,is_returned
TXN-001335,CUST-0132,2025-09-09,clothing,Clothing Item 8,241.59,3,debit_card,False
TXN-001336,CUST-0079,2025-11-09,electronics,Electronics Item 3,430.64,2,credit_card,False
TXN-001337,CUST-0030,2025-11-28,sports,Sports Item 1,52.25,1,apple_pay,False
TXN-001338,CUST-0031,2025-11-12,home,Home Item 8,98.04,2,paypal,False
TXN-001339,CUST-0174,2025-09-23,grocery,Grocery Item 1,106.92,3,debit_card,False
TXN-001340,CUST-0190,2025-07-16,clothing,Clothing Item 7,63.36,1,apple_pay,False
TXN-001341,CUST-0074,2025-07-26,electronics,Electronics Item 13,557.76,3,apple_pay,False
TXN-001342,CUST-0027,2025-11-19,grocery,Grocery Item 10,86.02,2,apple_pay,False
TXN-001343,CUST-0099,2025-08-01,electronics,Electronics Item 20,429.36,3,apple_pay,True
TXN-001344,CUST-0090,2025-09-17,clothing,Clothing Item 1,182.36,2,debit_card,False
TXN-001345,CUST-0128,2025-09-01,clothing,Clothing Item 17,185.38,2,credit_card,False
TXN-001346,CUST-0038,2025-10-13,home,Home Item 5,189.45,3,paypal,False
TXN-001347,CUST-0168,2025-05-28,home,Home Item 16,48.18,2,apple_pay,False
TXN-001348,CUST-0155,2025-09-06,clothing,Clothing Item 17,234.42,3,paypal,False
TXN-001349,CUST-0082,2025-08-09,sports,Sports Item 13,183.99,3,credit_card,True
TXN-001350,CUST-0187,2025-11-27,clothing,Clothing Item 16,32.24,1,paypal,False
TXN-001351,CUST-0197,2025-11-14,clothing,Clothing Item 13,92.48,1,apple_pay,False
TXN-001352,CUST-0015,2025-05-25,sports,Sports Item 3,80.6,2,apple_pay,False
TXN-001353,CUST-0155,2025-07-17,electronics,Electronics Item 13,147.26,1,debit_card,False
TXN-001354,CUST-0146,2025-09-10,sports,Sports Item 10,47.61,1,debit_card,False
TXN-001355,CUST-0041,2025-11-10,grocery,Grocery Item 19,128.49,3,credit_card,False
TXN-001356,CUST-0171,2025-11-20,electronics,Electronics Item 1,82.48,1,paypal,False
TXN-001357,CUST-0145,2025-07-22,sports,Sports Item 17,60.66,1,apple_pay,False
TXN-001358,CUST-0053,2025-10-09,sports,Sports Item 18,150.16,2,debit_card,False
TXN-001359,CUST-0112,2025-12-06,grocery,Grocery Item 3,79.8,3,debit_card,False
TXN-001360,CUST-0076,2025-12-12,electronics,Electronics Item 18,187.21,1,paypal,True
TXN-001361,CUST-0074,2025-12-07,home,Home Item 6,124.4,2,paypal,True
TXN-001362,CUST-0147,2025-09-07,clothing,Clothing Item 13,284.67,3,credit_card,False
TXN-001363,CUST-0028,2025-02-24,sports,Sports Item 1,228.64,2,credit_card,False
TXN-001364,CUST-0066,2025-12-09,clothing,Clothing Item 7,183.2,2,paypal,False
TXN-001365,CUST-0169,2025-06-11,electronics,Electronics Item 19,186.05,1,credit_card,False
TXN-001366,CUST-0018,2025-04-13,grocery,Grocery Item 18,120.66,3,apple_pay,False
TXN-001367,CUST-0069,2025-09-06,electronics,Electronics Item 12,83.01,1,apple_pay,False
TXN-001368,CUST-0058,2025-06-19,electronics,Electronics Item 7,80.93,1,apple_pay,False
TXN-001369,CUST-0188,2025-10-03,electronics,Electronics Item 13,550.47,3,debit_card,False
TXN-001370,CUST-0109,2025-11-25,sports,Sports Item 20,40.4,1,paypal,False
TXN-001371,CUST-0087,2025-12-01,grocery,Grocery Item 1,21.43,1,debit_card,False
TXN-001372,CUST-0192,2025-06-12,sports,Sports Item 8,102.36,3,credit_card,True
TXN-001373,CUST-0032,2025-10-18,grocery,Grocery Item 20,23.1,1,debit_card,False
TXN-001374,CUST-0033,2025-11-24,sports,Sports Item 3,146.16,2,credit_card,False
TXN-001375,CUST-0139,2025-06-08,clothing,Clothing Item 8,155.78,2,apple_pay,False
TXN-001376,CUST-0093,2025-11-01,sports,Sports Item 9,216.42,2,paypal,False
TXN-001377,CUST-0128,2025-09-28,electronics,Electronics Item 20,152.99,1,apple_pay,False
TXN-001378,CUST-0052,2025-07-03,clothing,Clothing Item 7,126.87,3,credit_card,False
TXN-001379,CUST-0036,2025-07-31,electronics,Electronics Item 15,232.13,1,credit_card,True
TXN-001380,CUST-0008,2025-10-21,home,Home Item 3,110.58,2,credit_card,False
TXN-001381,CUST-0156,2025-10-04,grocery,Grocery Item 15,26.42,2,credit_card,False
TXN-001382,CUST-0097,2025-12-12,clothing,Clothing Item 10,171.99,3,credit_card,False
TXN-001383,CUST-0089,2025-10-13,electronics,Electronics Item 9,734.28,3,debit_card,False
TXN-001384,CUST-0087,2025-06-19,sports,Sports Item 2,215.84,2,credit_card,False
TXN-001385,CUST-0184,2025-08-21,home,Home Item 19,143.43,3,paypal,False
TXN-001386,CUST-0097,2025-11-02,grocery,Grocery Item 1,149.16,3,paypal,False
TXN-001387,CUST-0070,2025-10-21,electronics,Electronics Item 19,248.55,1,apple_pay,True
TXN-001388,CUST-0070,2025-06-19,home,Home Item 20,119.1,2,credit_card,False
TXN-001389,CUST-0145,2025-09-20,home,Home Item 1,141.72,2,apple_pay,True
TXN-001390,CUST-0009,2025-08-25,home,Home Item 14,116.52,2,credit_card,False
TXN-001391,CUST-0020,2025-03-28,home,Home Item 15,159.27,3,debit_card,False
TXN-001392,CUST-0070,2025-08-05,home,Home Item 5,55.26,2,credit_card,False
TXN-001393,CUST-0167,2025-05-19,electronics,Electronics Item 19,229.0,1,paypal,True
TXN-001394,CUST-0183,2025-02-13,clothing,Clothing Item 9,96.38,1,credit_card,False
TXN-001395,CUST-0090,2025-11-02,sports,Sports Item 4,102.09,3,credit_card,False
TXN-001396,CUST-0028,2025-10-15,sports,Sports Item 12,51.33,1,apple_pay,True
TXN-001397,CUST-0109,2025-08-12,home,Home Item 12,21.48,1,paypal,False
TXN-001398,CUST-0166,2025-10-22,home,Home Item 1,153.1,2,debit_card,False
TXN-001399,CUST-0074,2025-08-11,clothing,Clothing Item 11,80.76,3,paypal,False
TXN-001400,CUST-0096,2025-11-18,sports,Sports Item 3,89.14,1,credit_card,False
TXN-001401,CUST-0057,2025-08-05,sports,Sports Item 14,359.4,3,credit_card,False
TXN-001402,CUST-0135,2025-09-02,electronics,Electronics Item 15,543.81,3,paypal,False
TXN-001403,CUST-0147,2025-06-13,home,Home Item 12,39.72,1,debit_card,False
TXN-001404,CUST-0191,2025-07-06,electronics,Electronics Item 14,387.72,3,paypal,True
TXN-001405,CUST-0143,2025-07-30,sports,Sports Item 20,112.32,1,debit_card,False
TXN-001406,CUST-0107,2025-02-22,clothing,Clothing Item 18,261.27,3,debit_card,False
TXN-001407,CUST-0104,2025-10-28,sports,Sports Item 10,127.29,3,paypal,False
TXN-001408,CUST-0020,2025-11-18,grocery,Grocery Item 16,62.88,2,debit_card,False
TXN-001409,CUST-0116,2025-10-28,electronics,Electronics Item 18,102.18,1,apple_pay,False
TXN-001410,CUST-0032,2025-11-15,electronics,Electronics Item 3,160.76,2,debit_card,False
TXN-001411,CUST-0135,2025-09-29,grocery,Grocery Item 18,51.58,2,debit_card,False
TXN-001412,CUST-0030,2025-08-09,home,Home Item 2,110.98,2,credit_card,False
TXN-001413,CUST-0090,2025-07-03,grocery,Grocery Item 14,72.32,2,paypal,False
TXN-001414,CUST-0179,2025-06-25,clothing,Clothing Item 17,116.28,3,credit_card,False
TXN-001415,CUST-0001,2025-07-31,sports,Sports Item 13,189.87,3,paypal,False
TXN-001416,CUST-0130,2025-11-29,sports,Sports Item 10,230.06,2,apple_pay,False
TXN-001417,CUST-0144,2025-05-26,sports,Sports Item 14,246.54,3,paypal,False
TXN-001418,CUST-0081,2025-04-03,clothing,Clothing Item 7,28.15,1,apple_pay,False
TXN-001419,CUST-0147,2025-10-24,sports,Sports Item 4,77.9,2,paypal,False
TXN-001420,CUST-0112,2025-04-20,clothing,Clothing Item 20,46.64,1,credit_card,False
TXN-001421,CUST-0170,2025-08-26,home,Home Item 17,25.76,1,debit_card,True
TXN-001422,CUST-0010,2026-01-02,sports,Sports Item 1,305.73,3,paypal,False
TXN-001423,CUST-0146,2025-11-23,grocery,Grocery Item 15,87.54,3,paypal,False
TXN-001424,CUST-0183,2025-09-09,electronics,Electronics Item 3,550.0,2,debit_card,False
TXN-001425,CUST-0187,2025-07-02,electronics,Electronics Item 8,511.64,2,credit_card,False
TXN-001426,CUST-0129,2025-07-05,home,Home Item 3,94.42,2,paypal,False
TXN-001427,CUST-0009,2025-06-15,grocery,Grocery Item 11,47.46,1,debit_card,False
TXN-001428,CUST-0169,2025-10-31,electronics,Electronics Item 19,648.42,3,apple_pay,False
TXN-001429,CUST-0056,2025-09-11,clothing,Clothing Item 6,120.52,2,apple_pay,False
TXN-001430,CUST-0050,2025-07-01,electronics,Electronics Item 1,803.58,3,apple_pay,True
TXN-001431,CUST-0142,2025-12-16,sports,Sports Item 9,93.9,1,apple_pay,False
TXN-001432,CUST-0060,2025-03-27,home,Home Item 10,103.66,2,debit_card,False
TXN-001433,CUST-0171,2025-10-02,grocery,Grocery Item 12,84.76,2,apple_pay,False
TXN-001434,CUST-0056,2025-09-20,electronics,Electronics Item 8,338.82,2,apple_pay,False
TXN-001435,CUST-0118,2025-07-17,home,Home Item 5,80.43,3,apple_pay,False
TXN-001436,CUST-0125,2025-12-20,sports,Sports Item 9,183.7,2,debit_card,False
TXN-001437,CUST-0104,2025-10-28,electronics,Electronics Item 11,745.95,3,apple_pay,False
TXN-001438,CUST-0113,2025-12-11,grocery,Grocery Item 16,44.56,2,debit_card,False
TXN-001439,CUST-0011,2025-08-21,home,Home Item 6,89.18,2,debit_card,False
TXN-001440,CUST-0028,2025-08-12,sports,Sports Item 1,179.01,3,credit_card,False
TXN-001441,CUST-0023,2025-08-26,home,Home Item 2,132.02,2,debit_card,False
TXN-001442,CUST-0050,2025-07-11,clothing,Clothing Item 10,163.98,3,debit_card,False
TXN-001443,CUST-0084,2025-10-31,grocery,Grocery Item 1,33.24,1,credit_card,False
TXN-001444,CUST-0193,2025-06-16,sports,Sports Item 2,75.13,1,debit_card,False
TXN-001445,CUST-0006,2025-10-31,clothing,Clothing Item 9,248.79,3,credit_card,False
TXN-001446,CUST-0096,2025-05-12,grocery,Grocery Item 3,43.19,1,credit_card,True
TXN-001447,CUST-0184,2025-06-01,grocery,Grocery Item 20,13.05,1,debit_card,False
TXN-001448,CUST-0150,2025-05-20,grocery,Grocery Item 11,43.68,1,apple_pay,False
TXN-001449,CUST-0005,2025-11-29,home,Home Item 19,95.06,2,apple_pay,False
TXN-001450,CUST-0109,2025-08-24,electronics,Electronics Item 16,292.55,1,paypal,False
TXN-001451,CUST-0136,2025-02-11,sports,Sports Item 13,64.42,1,paypal,False
TXN-001452,CUST-0182,2025-03-08,electronics,Electronics Item 13,250.82,2,debit_card,False
TXN-001453,CUST-0122,2025-10-14,sports,Sports Item 3,87.85,1,credit_card,False
TXN-001454,CUST-0053,2025-11-20,grocery,Grocery Item 20,65.61,3,apple_pay,False
TXN-001455,CUST-0145,2025-10-30,clothing,Clothing Item 10,82.56,1,paypal,False
TXN-001456,CUST-0009,2025-09-29,home,Home Item 1,161.76,3,paypal,False
TXN-001457,CUST-0193,2025-10-18,sports,Sports Item 8,158.2,2,paypal,False
TXN-001458,CUST-0123,2025-02-12,sports,Sports Item 3,321.84,3,credit_card,False
TXN-001459,CUST-0019,2025-11-16,grocery,Grocery Item 4,40.88,1,debit_card,False
TXN-001460,CUST-0029,2025-08-07,electronics,Electronics Item 17,372.84,2,apple_pay,False
TXN-001461,CUST-0140,2025-11-25,grocery,Grocery Item 10,25.7,2,paypal,False
TXN-001462,CUST-0157,2025-11-20,home,Home Item 17,177.03,3,debit_card,False
TXN-001463,CUST-0182,2025-09-14,home,Home Item 7,168.81,3,paypal,False
TXN-001464,CUST-0184,2025-06-01,clothing,Clothing Item 1,64.33,1,paypal,False
TXN-001465,CUST-0038,2026-01-03,grocery,Grocery Item 7,49.75,1,debit_card,False
TXN-001466,CUST-0137,2025-08-07,grocery,Grocery Item 20,32.1,2,debit_card,True
TXN-001467,CUST-0162,2025-12-28,sports,Sports Item 7,61.05,1,paypal,False
TXN-001468,CUST-0109,2025-08-07,sports,Sports Item 13,172.56,3,paypal,False
TXN-001469,CUST-0164,2025-11-28,clothing,Clothing Item 7,69.45,1,paypal,False
TXN-001470,CUST-0144,2025-08-17,electronics,Electronics Item 13,254.3,1,paypal,False
TXN-001471,CUST-0151,2025-07-05,sports,Sports Item 20,234.0,2,apple_pay,False
TXN-001472,CUST-0000,2025-06-11,clothing,Clothing Item 5,31.85,1,debit_card,False
TXN-001473,CUST-0000,2025-12-12,home,Home Item 17,73.76,1,apple_pay,False
TXN-001474,CUST-0120,2025-11-25,home,Home Item 18,100.04,2,apple_pay,False
TXN-001475,CUST-0098,2025-09-02,grocery,Grocery Item 17,48.38,2,credit_card,False
TXN-001476,CUST-0054,2025-07-13,clothing,Clothing Item 14,262.56,3,apple_pay,False
TXN-001477,CUST-0064,2025-07-30,electronics,Electronics Item 6,832.35,3,credit_card,False
TXN-001478,CUST-0119,2025-08-09,home,Home Item 7,136.32,3,apple_pay,False
TXN-001479,CUST-0191,2025-09-01,electronics,Electronics Item 1,174.47,1,paypal,False
TXN-001480,CUST-0094,2025-08-12,home,Home Item 2,225.87,3,paypal,False
TXN-001481,CUST-0101,2025-10-26,electronics,Electronics Item 2,700.38,3,credit_card,False
TXN-001482,CUST-0120,2025-11-14,sports,Sports Item 18,212.7,3,credit_card,True
TXN-001483,CUST-0007,2025-07-05,sports,Sports Item 5,131.37,3,credit_card,False
TXN-001484,CUST-0030,2025-12-09,electronics,Electronics Item 4,436.86,2,paypal,False
TXN-001485,CUST-0049,2025-05-29,sports,Sports Item 11,94.5,3,debit_card,False
TXN-001486,CUST-0150,2025-07-27,home,Home Item 14,62.55,3,credit_card,True
TXN-001487,CUST-0194,2025-12-03,sports,Sports Item 15,95.61,1,credit_card,False
TXN-001488,CUST-0050,2025-07-01,sports,Sports Item 1,91.14,2,paypal,False
TXN-001489,CUST-0089,2025-05-30,electronics,Electronics Item 3,359.82,2,apple_pay,False
TXN-001490,CUST-0023,2025-10-17,clothing,Clothing Item 1,94.44,3,debit_card,False
TXN-001491,CUST-0055,2025-07-09,home,Home Item 8,49.76,2,paypal,False
TXN-001492,CUST-0164,2025-11-22,clothing,Clothing Item 2,245.07,3,apple_pay,False
TXN-001493,CUST-0045,2025-09-27,home,Home Item 7,53.9,1,paypal,False
TXN-001494,CUST-0045,2025-10-28,home,Home Item 16,123.7,2,paypal,False
TXN-001495,CUST-0089,2025-07-20,sports,Sports Item 6,209.32,2,credit_card,False
TXN-001496,CUST-0149,2025-11-07,grocery,Grocery Item 14,32.67,1,paypal,False
TXN-001497,CUST-0174,2025-03-15,home,Home Item 18,40.53,1,paypal,False
TXN-001498,CUST-0197,2025-10-28,clothing,Clothing Item 4,82.74,2,debit_card,False
TXN-001499,CUST-0119,2025-10-05,sports,Sports Item 19,127.02,2,credit_card,False
TXN-001500,CUST-0026,2025-09-13,home,Home Item 11,29.53,1,credit_card,False
TXN-001501,CUST-0091,2025-11-11,home,Home Item 1,48.01,1,apple_pay,False
TXN-001502,CUST-0116,2025-07-07,sports,Sports Item 16,277.5,3,debit_card,False
TXN-001503,CUST-0095,2025-09-30,sports,Sports Item 2,146.86,2,debit_card,False
TXN-001504,CUST-0129,2025-10-27,electronics,Electronics Item 19,341.66,2,apple_pay,False
TXN-001505,CUST-0041,2025-05-07,sports,Sports Item 17,113.01,1,debit_card,False
TXN-001506,CUST-0145,2025-06-17,clothing,Clothing Item 2,74.76,1,credit_card,False
TXN-001507,CUST-0196,2025-11-15,clothing,Clothing Item 1,118.8,2,debit_card,False
TXN-001508,CUST-0044,2025-11-02,home,Home Item 7,49.64,2,apple_pay,False
TXN-001509,CUST-0062,2025-06-22,clothing,Clothing Item 1,199.95,3,apple_pay,False
TXN-001510,CUST-0025,2025-07-17,grocery,Grocery Item 16,114.75,3,apple_pay,False
TXN-001511,CUST-0180,2025-10-17,clothing,Clothing Item 5,54.07,1,apple_pay,False
TXN-001512,CUST-0072,2025-12-06,grocery,Grocery Item 16,81.81,3,credit_card,False
TXN-001513,CUST-0155,2025-10-13,clothing,Clothing Item 1,52.68,1,apple_pay,False
TXN-001514,CUST-0165,2025-12-14,clothing,Clothing Item 10,62.5,1,apple_pay,False
TXN-001515,CUST-0098,2025-10-18,clothing,Clothing Item 16,72.62,2,credit_card,False
TXN-001516,CUST-0107,2025-09-03,clothing,Clothing Item 4,54.87,1,apple_pay,False
TXN-001517,CUST-0088,2025-06-11,electronics,Electronics Item 1,807.15,3,debit_card,False
TXN-001518,CUST-0147,2025-12-30,sports,Sports Item 13,183.54,2,apple_pay,False
TXN-001519,CUST-0077,2025-11-25,grocery,Grocery Item 15,80.66,2,paypal,False
TXN-001520,CUST-0182,2025-11-26,home,Home Item 6,234.93,3,apple_pay,False
TXN-001521,CUST-0098,2025-03-31,electronics,Electronics Item 19,76.57,1,paypal,False
TXN-001522,CUST-0157,2025-10-24,grocery,Grocery Item 4,28.64,2,apple_pay,False
TXN-001523,CUST-0012,2025-09-24,sports,Sports Item 10,189.72,3,credit_card,False
TXN-001524,CUST-0045,2025-09-20,home,Home Item 10,90.04,2,credit_card,False
TXN-001525,CUST-0091,2025-10-31,electronics,Electronics Item 3,723.6,3,credit_card,False
TXN-001526,CUST-0037,2025-10-11,grocery,Grocery Item 15,91.96,2,debit_card,False
TXN-001527,CUST-0187,2025-12-05,sports,Sports Item 12,213.78,3,credit_card,False
TXN-001528,CUST-0185,2025-07-08,electronics,Electronics Item 11,380.68,2,paypal,False
TXN-001529,CUST-0005,2025-07-30,clothing,Clothing Item 3,132.78,3,apple_pay,False
TXN-001530,CUST-0049,2025-08-09,sports,Sports Item 18,239.08,2,debit_card,False
TXN-001531,CUST-0012,2025-06-27,home,Home Item 14,145.14,3,paypal,False
TXN-001532,CUST-0199,2025-12-14,clothing,Clothing Item 13,125.24,2,debit_card,False
TXN-001533,CUST-0069,2025-06-19,electronics,Electronics Item 5,243.22,2,paypal,False
TXN-001534,CUST-0153,2025-12-26,home,Home Item 11,33.28,1,debit_card,True
TXN-001535,CUST-0073,2025-08-04,sports,Sports Item 11,165.82,2,apple_pay,False
TXN-001536,CUST-0142,2025-10-11,electronics,Electronics Item 15,303.26,2,debit_card,False
TXN-001537,CUST-0190,2025-11-14,grocery,Grocery Item 13,32.46,1,paypal,False
TXN-001538,CUST-0169,2025-08-23,sports,Sports Item 12,86.82,1,credit_card,False
TXN-001539,CUST-0135,2025-10-18,home,Home Item 15,75.02,2,credit_card,False
TXN-001540,CUST-0149,2025-09-23,clothing,Clothing Item 1,154.11,3,paypal,False
TXN-001541,CUST-0125,2025-11-22,clothing,Clothing Item 20,188.18,2,credit_card,False
TXN-001542,CUST-0055,2025-11-13,clothing,Clothing Item 6,67.81,1,apple_pay,False
TXN-001543,CUST-0090,2025-10-25,clothing,Clothing Item 12,185.06,2,credit_card,False
TXN-001544,CUST-0175,2025-10-02,home,Home Item 13,156.42,3,apple_pay,False
TXN-001545,CUST-0073,2025-11-13,grocery,Grocery Item 10,47.15,1,credit_card,False
TXN-001546,CUST-0085,2025-04-26,grocery,Grocery Item 13,56.88,3,apple_pay,False
TXN-001547,CUST-0105,2025-11-04,clothing,Clothing Item 20,81.54,3,credit_card,False
TXN-001548,CUST-0187,2025-10-30,grocery,Grocery Item 19,24.69,1,apple_pay,False
TXN-001549,CUST-0094,2025-06-16,electronics,Electronics Item 13,630.9,3,debit_card,False
TXN-001550,CUST-0041,2025-11-02,grocery,Grocery Item 16,79.22,2,debit_card,False
TXN-001551,CUST-0075,2025-09-16,electronics,Electronics Item 8,121.58,1,apple_pay,False
TXN-001552,CUST-0045,2025-06-11,grocery,Grocery Item 11,109.65,3,debit_card,False
TXN-001553,CUST-0184,2025-07-22,electronics,Electronics Item 14,243.44,1,apple_pay,False
TXN-001554,CUST-0018,2025-08-29,grocery,Grocery Item 20,91.26,2,credit_card,False
TXN-001555,CUST-0185,2025-06-02,electronics,Electronics Item 2,515.24,2,paypal,False
TXN-001556,CUST-0130,2025-11-28,grocery,Grocery Item 9,84.06,2,credit_card,False
TXN-001557,CUST-0093,2025-04-23,grocery,Grocery Item 16,75.72,3,debit_card,False
TXN-001558,CUST-0084,2025-09-09,electronics,Electronics Item 8,554.64,2,paypal,False
TXN-001559,CUST-0176,2025-07-16,grocery,Grocery Item 19,84.06,2,paypal,False
TXN-001560,CUST-0194,2025-12-22,clothing,Clothing Item 12,64.13,1,paypal,False
TXN-001561,CUST-0078,2025-09-13,clothing,Clothing Item 15,217.62,3,paypal,False
TXN-001562,CUST-0177,2025-05-20,clothing,Clothing Item 9,70.56,1,debit_card,True
TXN-001563,CUST-0054,2025-12-29,sports,Sports Item 12,86.7,2,apple_pay,False
TXN-001564,CUST-0043,2025-05-23,home,Home Item 11,88.05,3,paypal,False
TXN-001565,CUST-0124,2025-09-11,clothing,Clothing Item 13,183.45,3,credit_card,False
TXN-001566,CUST-0016,2025-11-04,home,Home Item 9,38.56,1,credit_card,False
TXN-001567,CUST-0091,2025-08-03,grocery,Grocery Item 1,67.7,2,debit_card,False
TXN-001568,CUST-0093,2025-03-29,electronics,Electronics Item 17,431.88,2,credit_card,False
TXN-001569,CUST-0136,2025-12-10,sports,Sports Item 19,117.34,1,debit_card,False
TXN-001570,CUST-0189,2025-05-20,clothing,Clothing Item 8,285.69,3,apple_pay,False
TXN-001571,CUST-0155,2025-07-03,home,Home Item 3,109.95,3,debit_card,False
TXN-001572,CUST-0015,2025-06-26,clothing,Clothing Item 16,43.3,1,apple_pay,False
TXN-001573,CUST-0013,2025-09-12,home,Home Item 15,73.14,3,credit_card,False
TXN-001574,CUST-0025,2025-09-10,sports,Sports Item 19,148.05,3,credit_card,False
TXN-001575,CUST-0028,2025-06-11,grocery,Grocery Item 20,59.4,3,apple_pay,False
TXN-001576,CUST-0064,2025-08-05,grocery,Grocery Item 11,67.95,3,apple_pay,False
TXN-001577,CUST-0165,2025-10-31,home,Home Item 9,144.08,2,paypal,False
TXN-001578,CUST-0028,2025-05-03,clothing,Clothing Item 17,50.98,2,apple_pay,False
TXN-001579,CUST-0045,2025-11-30,electronics,Electronics Item 15,452.84,2,paypal,False
TXN-001580,CUST-0137,2025-06-26,clothing,Clothing Item 7,83.41,1,paypal,False
TXN-001581,CUST-0081,2025-10-21,sports,Sports Item 20,78.52,2,debit_card,False
TXN-001582,CUST-0039,2025-10-01,home,Home Item 6,31.51,1,debit_card,False
TXN-001583,CUST-0040,2025-07-30,home,Home Item 14,236.61,3,paypal,False
TXN-001584,CUST-0067,2025-10-19,grocery,Grocery Item 12,52.8,2,paypal,False
TXN-001585,CUST-0108,2026-01-03,sports,Sports Item 13,197.28,2,credit_card,False
TXN-001586,CUST-0090,2025-12-25,clothing,Clothing Item 7,165.06,2,debit_card,False
TXN-001587,CUST-0065,2025-09-24,home,Home Item 13,42.84,2,paypal,False
TXN-001588,CUST-0189,2025-09-21,clothing,Clothing Item 9,71.32,1,credit_card,True
TXN-001589,CUST-0041,2025-07-10,home,Home Item 16,146.34,3,credit_card,False
TXN-001590,CUST-0099,2025-08-12,grocery,Grocery Item 13,23.01,1,credit_card,False
TXN-001591,CUST-0163,2025-09-22,home,Home Item 10,104.54,2,credit_card,False
TXN-001592,CUST-0191,2025-07-06,electronics,Electronics Item 5,589.74,2,debit_card,False
TXN-001593,CUST-0146,2025-10-31,clothing,Clothing Item 19,94.8,3,paypal,False
TXN-001594,CUST-0074,2025-12-07,electronics,Electronics Item 11,248.72,1,paypal,False
TXN-001595,CUST-0114,2025-11-04,clothing,Clothing Item 12,49.1,1,paypal,False
TXN-001596,CUST-0180,2025-04-11,home,Home Item 5,112.44,2,credit_card,False
TXN-001597,CUST-0109,2025-05-31,grocery,Grocery Item 2,84.86,2,paypal,True
TXN-001598,CUST-0111,2025-10-15,electronics,Electronics Item 18,814.32,3,apple_pay,False
TXN-001599,CUST-0085,2025-12-01,electronics,Electronics Item 18,276.0,3,credit_card,False
TXN-001600,CUST-0131,2025-08-11,electronics,Electronics Item 7,847.68,3,credit_card,False
TXN-001601,CUST-0110,2025-05-10,home,Home Item 5,94.16,2,paypal,True
TXN-001602,CUST-0165,2025-06-20,sports,Sports Item 14,141.72,2,credit_card,False
TXN-001603,CUST-0075,2025-12-25,electronics,Electronics Item 8,784.05,3,paypal,False
TXN-001604,CUST-0066,2025-10-15,clothing,Clothing Item 15,226.77,3,debit_card,False
TXN-001605,CUST-0147,2025-11-18,home,Home Item 5,216.09,3,debit_card,False
TXN-001606,CUST-0025,2025-05-26,electronics,Electronics Item 5,631.29,3,paypal,False
TXN-001607,CUST-0083,2025-11-09,home,Home Item 6,59.49,1,apple_pay,False
TXN-001608,CUST-0059,2025-05-11,clothing,Clothing Item 15,54.1,2,credit_card,False
TXN-001609,CUST-0096,2025-05-22,electronics,Electronics Item 7,540.38,2,apple_pay,True
TXN-001610,CUST-0112,2025-10-04,grocery,Grocery Item 4,20.21,1,credit_card,False
TXN-001611,CUST-0129,2025-11-16,sports,Sports Item 7,229.44,3,credit_card,False
TXN-001612,CUST-0189,2025-10-17,sports,Sports Item 7,194.94,2,debit_card,False
TXN-001613,CUST-0129,2025-11-26,home,Home Item 15,70.64,2,credit_card,True
TXN-001614,CUST-0107,2025-04-02,grocery,Grocery Item 3,25.8,1,apple_pay,False
TXN-001615,CUST-0166,2025-12-02,home,Home Item 13,79.98,1,apple_pay,True
TXN-001616,CUST-0070,2025-10-31,home,Home Item 19,28.44,1,credit_card,False
TXN-001617,CUST-0039,2025-12-16,clothing,Clothing Item 20,180.72,3,debit_card,False
TXN-001618,CUST-0169,2025-06-04,home,Home Item 14,114.1,2,debit_card,False
TXN-001619,CUST-0132,2025-07-26,clothing,Clothing Item 12,257.13,3,credit_card,False
TXN-001620,CUST-0007,2025-08-07,grocery,Grocery Item 9,23.98,1,paypal,True
TXN-001621,CUST-0006,2025-12-18,home,Home Item 5,73.33,1,apple_pay,True
TXN-001622,CUST-0096,2025-11-17,sports,Sports Item 1,231.81,3,paypal,False
TXN-001623,CUST-0023,2025-09-13,grocery,Grocery Item 14,16.72,1,apple_pay,False
TXN-001624,CUST-0154,2025-04-30,electronics,Electronics Item 9,364.3,2,debit_card,False
TXN-001625,CUST-0138,2025-11-30,home,Home Item 16,180.33,3,debit_card,False
TXN-001626,CUST-0131,2025-12-03,clothing,Clothing Item 4,41.92,1,apple_pay,False
TXN-001627,CUST-0157,2025-11-12,electronics,Electronics Item 10,125.9,1,paypal,False
TXN-001628,CUST-0118,2025-02-21,sports,Sports Item 9,229.56,3,debit_card,False
TXN-001629,CUST-0095,2025-05-23,clothing,Clothing Item 13,240.69,3,credit_card,False
TXN-001630,CUST-0046,2025-05-30,electronics,Electronics Item 8,217.79,1,debit_card,False
TXN-001631,CUST-0002,2025-10-12,sports,Sports Item 19,147.1,2,apple_pay,False
TXN-001632,CUST-0054,2025-09-21,grocery,Grocery Item 9,67.08,3,paypal,False
TXN-001633,CUST-0047,2025-09-10,home,Home Item 18,136.84,2,apple_pay,False
TXN-001634,CUST-0171,2025-06-19,home,Home Item 14,107.31,3,credit_card,False
TXN-001635,CUST-0032,2025-06-01,electronics,Electronics Item 4,294.39,1,paypal,False
TXN-001636,CUST-0088,2025-02-25,home,Home Item 3,92.34,2,debit_card,False
TXN-001637,CUST-0130,2025-11-05,clothing,Clothing Item 1,88.0,1,debit_card,False
TXN-001638,CUST-0090,2025-08-23,sports,Sports Item 17,300.57,3,credit_card,False
TXN-001639,CUST-0092,2025-02-01,sports,Sports Item 6,92.43,1,paypal,False
